course_name,enrrollment_count,course_type,institution,instructors,course_level,course_subject,language,subtitles,avg_course_effort,duration_in_weeks,course_price,verified_certificate_price
Computing in Python IV: Objects & Algorithms,28112,Self-paced on your time,The Georgia Institute of Technology,['David Joyner'],Introductory,Computer Science,English,['English'],9.5,5,Free,99.0
Adobe Illustrator: aprende a crear presentaciones de impacto,18613,Self-paced on your time,Pontificia Universidad Javeriana,['Juan Carlos Lemus Romero'],Introductory,Design,Español,['Español'],9.5,5,Free,15.0
Teaching Critical Thinking through Art with the National Gallery of Art,18595,Self-paced on your time,The Smithsonian Institution,['Julie Carmean'],Introductory,Education & Teacher Training,English,"['English', ' Español', ' Français', ' 中文']",3.5,16,Free,25.0
Word intermedio: herramientas de formato y productividad,10265,Self-paced on your time,Universitat Politècnica de Valencia,['Andrés Lloret Salom'],Intermediate,Computer Science,Español,['Español'],4.5,6,Free,50.0
Introducción a las finanzas: Principios de valoración,17344,Self-paced on your time,Universidad del Rosario,"['Rafael Serrano', 'Laura Natalia López']",Intermediate,Economics & Finance,Español,['Español'],8.0,4,Free,49.0
Aprende a diseñar jardines verticales y cuadros vivos,6341,Self-paced on your time,Universidad Nacional de Córdoba,['Equipo Campus Virtual'],Introductory,Biology & Life Sciences,Español,['Español'],1.5,4,Free,29.0
"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",36917,Self-paced on your time,The University of Michigan,['Glenn M. Fox'],Introductory,Biology & Life Sciences,English,['English'],2.5,4,Free,49.0
Software Engineering: Introduction,35524,Self-paced on your time,University of British Columbia,['Reid Holmes'],Advanced,Computer Science,English,['English'],9.0,6,Free,125.0
Structure of Materials,13042,Self-paced on your time,Massachusetts Institute of Technology,"['Silvija Gradečak', 'Jessica Sandland']",Intermediate,Engineering,English,['English'],7.0,16,Free,150.0
Fundamentos de fotografía documental,13036,Self-paced on your time,Universidad del Rosario,['Luis Alberto Cardozo Acosta'],Introductory,Art & Culture,Español,['Español'],5.0,6,Free,49.0
AP® Italian Language and Culture (2020-2021),39398,Self-paced on your time,Wellesley College,"['Daniela Bartalesi', 'Graf']",Advanced,Humanities,Italiano,['Italiano'],5.5,12,Free,49.0
Computer Hardware and Operating Systems,9715,Self-paced on your time,New York University,"['Daniel Katz', 'Braunschweig', 'Aspen Olmsted']",Introductory,Computer Science,English,['English'],4.0,6,Free,150.0
Marketing Management,43415,Instructor-led on a course schedule,"The University of Maryland, College Park-University System of Maryland","['Judy Frels', 'David Godes', 'P.K. Kannan', 'Mary Beth Furst']",Advanced,Business & Management,English,['English'],9.0,7,Free,214.0
You Can Innovate: User  Innovation & Entrepreneurship,18974,Self-paced on your time,Massachusetts Institute of Technology,"['Eric von Hippel', 'Erdin Beshimov']",Introductory,Business & Management,English,['English'],3.0,10,Free,49.0
Analytics in Python,82210,Instructor-led on a course schedule,Columbia University,,Intermediate,Business & Management,English,,9.0,12,Free,249.0
Bases Matemáticas: Álgebra,35811,Self-paced on your time,Universitat Politècnica de Valencia,['Alicia Herrero Debón'],Introductory,Math,Español,['Español'],3.5,4,Free,50.0
HTML5 Apps and Games,86850,Self-paced on your time,The World Wide Web Consortium (W3C),['Michel Buffa'],Advanced,Computer Science,English,['English'],7.0,4,Free,199.0
MATLAB and Octave for Beginners,68706,Self-paced on your time,École polytechnique fédérale de Lausanne,['Simone Deparis'],Introductory,Computer Science,English,['English'],5.5,4,Free,139.0
AP Physics 1,43401,Self-paced on your time,Rice University,"['Matt Wilson', 'Gigi Nevils', 'Jason Hafner']",Introductory,Physics,English,['English'],3.5,18,Free,49.0
The Divine Comedy: Dante's Journey to Freedom,12005,Self-paced on your time,Georgetown University,"['Frank Ambrosio', 'Francesco Ciabattoni', 'Jo Ann Moran Cruz', 'Eddie Maloney']",Introductory,Humanities,English,['English'],9.5,8,Free,49.0
Linux Basics: The Command Line Interface,32726,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,"['Petra Bonfert', 'Taylor', 'Rémi Sharrock']",Introductory,Computer Science,English,['English'],4.0,7,Free,49.0
Entrepreneurial Operations: Launching a Startup,23808,Self-paced on your time,Babson College,['Jennifer Bailey'],Intermediate,Business & Management,English,['English'],5.0,4,Free,149.0
Maths Essentials,44642,Self-paced on your time,Imperial College Business School-Imperial College London,['David Lefevre'],Introductory,Business & Management,English,['English'],3.5,6,Free,79.0
"Marketing Analytics: Products, Distribution and Sales",50588,Self-paced on your time,"University of California, Berkeley",['Stephan Sorger'],Intermediate,Computer Science,English,['English'],6.0,4,Free,249.0
Marketing Innovative Products and Services,6293,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['Lola Koiki'],Introductory,Business & Management,English,['English'],2.5,4,Free,149.0
Just Reading and Writing in English | 生活英语读写,33303,Self-paced on your time,Tsinghua University,,Introductory,Art & Culture,English,['English'],3.0,15,Free,149.0
Introduction to Java Programming – Part 1,270376,Self-paced on your time,The Hong Kong University of Science and Technology,"['Ting', 'Chuen Pong', 'Tony W K Fung', 'Leo P M Fan']",Introductory,Computer Science,English,['English'],4.0,5,Free,99.0
Comunicación y Redacción Digital,7165,Self-paced on your time,Universidades Anáhuac,['Abraham Torres'],Introductory,Communication,Español,['Español'],3.5,4,Free,29.0
Monetary Policy Analysis and Forecasting,6616,Self-paced on your time,The International Monetary Fund,['Mikhail Pranovich'],Advanced,Economics & Finance,English,['English'],9.0,6,Free,25.0
Basic Analytical Chemistry,19010,Self-paced on your time,The University of Tokyo,"['Takeaki Ozawa', 'Liang', 'da Chiu']",Introductory,Chemistry,English,['English'],3.5,6,Free,49.0
Identifying Entrepreneurial Opportunities,11922,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['James Green'],Introductory,Business & Management,English,['English'],2.5,4,Free,149.0
"ChinaX Book Club: Five Authors, Five Books, Five Views of China",5855,Self-paced on your time,Harvard University,['David Wang'],Introductory,Literature,English,['English'],1.5,5,Free,139.0
Astrophysics: Cosmology,83322,Self-paced on your time,Australian National University,"['Brian Schmidt', 'Paul Francis']",Intermediate,Physics,English,['English'],3.0,10,Free,50.0
Japanese Culture and Language (I) |日语与日本文化（1）,18489,Self-paced on your time,Tsinghua University,"['Feng Feng', 'Gao Yang', 'Miyazaki Izumi']",Introductory,Art & Culture,中文,"['日本語', ' 中文']",4.0,10,Free,139.0
COVID-19 Training for Healthcare Workers,5742,Self-paced on your time,Stanford University,"['Matthew Strehlow', 'S.V. Mahadevan']",Introductory,Medicine,English,['English'],5.5,2,Free,10.0
The Rise of Superheroes and Their Impact On Pop Culture,31368,Self-paced on your time,The Smithsonian Institution,"['Stan Lee', 'Michael Uslan', 'David Uslan', 'Christopher Robichaud']",Introductory,Humanities,English,['English'],1.5,6,Free,50.0
Introduction to Aeronautical Engineering,99971,Self-paced on your time,Delft University of Technology,"['Jacco M. Hoekstra', 'Jos Sinke', 'Mark Voskuijl', 'Nando Timmer']",Introductory,Engineering,English,['English'],11.0,7,Free,50.0
Diseño de Jardines,5683,Self-paced on your time,Universidad Nacional de Córdoba,"['Patricia Gil', 'Paola Campitelli', 'Laura Vargas', 'Melisa Marinsaldi']",Introductory,Biology & Life Sciences,Español,['Español'],1.5,4,Free,29.0
"Introducción al griego clásico: lengua, nombres y mitología",18849,Self-paced on your time,Universidad Autónoma de Madrid,"['Helena González', 'Vaquerizo', 'Araceli Striano Corrochano', 'Raquel Fornieles Sánchez']",Introductory,Language,Español,['Español'],4.5,5,Free,49.0
Deep Learning Fundamentals with Keras,32140,Self-paced on your time,IBM,['Alex Aklson'],Intermediate,Data Analysis & Statistics,English,['English'],3.0,5,Free,99.0
Existential Well-being Counseling: A Person-centered Experiential Approach,48439,Self-paced on your time,KU Leuven University,"['Mia Leijssen', 'Siebrecht Vanhooren']",Introductory,Humanities,English,['English'],7.0,12,Free,49.0
Solid Waste Management,7668,Self-paced on your time,World Bank Group,['OLC and SURR '],Introductory,Environmental Studies,English,['English'],2.5,6,Free,5.0
Retail Fundamentals,37558,Self-paced on your time,Dartmouth College,"['Santiago Gallino', 'Antonio Moreno', 'Garcia']",Intermediate,Business & Management,English,['English'],4.0,4,Free,99.0
Greatest Unsolved Mysteries of the Universe,93965,Self-paced on your time,Australian National University,"['Brian Schmidt', 'Paul Francis']",Intermediate,Physics,English,['English'],3.0,9,Free,50.0
"Money Markets, Foreign Exchange and Time Value of Money",12230,Self-paced on your time,NYIF,"['Jack Farmer', 'Chris Thomas']",Introductory,Economics & Finance,English,['English'],1.5,4,Free,199.0
Gestión de Contenidos Digitales y Marketing Turístico de Ciudad,14627,Self-paced on your time,Pontificia Universidad Javeriana,"['Hernán Restrepo', 'Mario Enrique Morales Rincón', 'Adriana Caicedo Caicedo', 'Omar Gamboa']",Introductory,Communication,Español,['Español'],9.5,4,Free,49.0
Designing the User Experience,6416,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['Cait von Schnetlage'],Introductory,Business & Management,English,['English'],2.5,4,Free,199.0
Introduction to Bioconductor,36370,Self-paced on your time,Harvard University,"['Rafael Irizarry', 'Michael Love', 'Vincent Carey']",Intermediate,Data Analysis & Statistics,English,['English'],3.0,4,Free,149.0
Connected Strategy,10355,Self-paced on your time,The Wharton School of the University of Pennsylvania,"['Nicolaj Siggelkow', 'Christian Terwiesch']",Intermediate,Business & Management,English,['English'],3.0,6,Free,199.0
Hybrid Vehicles,18294,Instructor-led on a course schedule,Chalmers University of Technology,"['Sven Andersson', 'Anders Grauers']",Advanced,Engineering,English,['English'],15.0,6,Free,249.0
First Nights - Handel's Messiah and Baroque Oratorio,18029,Self-paced on your time,Harvard University,['Thomas Forrest Kelly'],Introductory,Humanities,English,['English'],4.0,3,Free,49.0
Statistical Inference and Modeling for High-throughput Experiments,51590,Self-paced on your time,Harvard University,"['Rafael Irizarry', 'Michael Love']",Intermediate,Data Analysis & Statistics,English,['English'],3.0,4,Free,149.0
First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,13300,Self-paced on your time,Harvard University,['Thomas Forrest Kelly'],Introductory,Humanities,English,['English'],4.0,3,Free,49.0
18th-Century Opera: Handel & Mozart,18331,Self-paced on your time,Harvard University,['Thomas Forrest Kelly'],Introductory,Music,English,['English'],3.5,5,Free,99.0
Introduction to video game development with Unity,7605,Self-paced on your time,Universitat Politècnica de Valencia,['Jordi Linares Pellicer'],Intermediate,Computer Science,English,['English'],3.5,6,Free,50.0
Best Practices for Project Management Success,46610,Self-paced on your time,Rochester Institute of Technology,['Leonie Fernandes'],Intermediate,Business & Management,English,['English'],10.0,11,Free,150.0
Fundamentos de la Tecnología Blockchain,5473,Self-paced on your time,Pontificia Universidad Javeriana,['Juan Pablo Mejía Caicedo'],Introductory,Economics & Finance,Español,['Español'],8.5,5,Free,49.0
Información financiera y su análisis,5473,Self-paced on your time,Tecnológico de Monterrey,['Iván Adolfo Valdovinos Hernández'],Advanced,Economics & Finance,Español,['Español'],6.5,4,Free,49.99
Coaching Skills for Learner-Centred Conversations,8089,Self-paced on your time,Imperial College London,['Arti Maini'],Introductory,Education & Teacher Training,English,['English'],1.5,4,Free,49.0
Intellectual Property Law and Policy: Part 1,43993,Self-paced on your time,University of Pennsylvania,['R. Polk Wagner'],Intermediate,Law,English,['English'],2.5,6,Free,169.0
Robotics,68199,Instructor-led on a course schedule,Columbia University,['Matei Ciocarlie'],Advanced,Computer Science,English,['English'],9.0,10,Free,249.0
La gestion des ressources humaines,6824,Self-paced on your time,HEC Montréal,"['Richard Blain', 'Patrick Dubé']",Introductory,Business & Management,Français,['Français'],1.5,7,Free,99.0
Writing for Social Justice,9927,Self-paced on your time,"University of California, Berkeley",['Maggie Sokolik'],Introductory,Humanities,English,['English'],4.5,4,Free,50.0
Steps in Japanese for Beginners1 Part2,8080,Self-paced on your time,Waseda University,['Naoko Kinoshita'],Introductory,Language,English,"['English', ' 日本語']",4.0,5,Free,99.0
Case Studies in Functional Genomics,26850,Self-paced on your time,Harvard University,"['Rafael Irizarry', 'Michael Love', 'Vincent Carey']",Advanced,Data Analysis & Statistics,English,['English'],3.0,5,Free,149.0
Essential Career Skills for Investment Banking and Finance,11655,Self-paced on your time,NYIF,['Jerome Wong'],Introductory,Business & Management,English,['English'],3.5,2,Free,49.0
Data Structures and Software Design,30609,Self-paced on your time,University of Pennsylvania,['Chris Murphy'],Intermediate,Computer Science,English,['English'],9.0,4,Free,149.0
Unconscious Bias: From Awareness to Action,26659,Self-paced on your time,Catalyst,['Vandana Juneja'],Introductory,Communication,English,['English'],1.5,3,Free,49.0
Cybersecurity for Critical Urban Infrastructure,5306,Self-paced on your time,Massachusetts Institute of Technology,"['Dr. Lawrence Susskind', 'Jungwoo Chun', 'Gregory Falco', 'Daniel Weitzner']",Advanced,Computer Science,English,['English'],4.0,4,Free,100.0
"Agile Process, Project, and Program Controls",16339,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['John Johnson'],Advanced,Engineering,English,['English'],2.5,4,Free,199.0
Risk Management in Development Projects,13263,Self-paced on your time,Inter-American Development Bank,"['Vanessa Sayos del Castillo', 'Santiago Fretes', 'Allan Quijano']",Intermediate,Business & Management,English,['English'],2.5,10,Free,25.0
"Pintura europea: Leonardo, Rembrandt, Goya",32635,Self-paced on your time,Universidad Carlos III de Madrid,['Alejandro Vergara'],Introductory,Humanities,Español,['Español'],2.5,7,Free,29.0
